Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-07-17T09:18:20.945 ,2,0.0025324260723228317,-0.35001536470859523,FoVP,0.11798827318137395,0.7201137431474296,2457951.8846324407
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-07-17T11:04:55.211 ,2,0.003975872622824547,-0.3550124673490157,FoVF,0.12056091790168165,0.7190857111737504,2457951.9586366676
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-09-29T15:34:32.204 ,1,0.004321550468420404,-1.7586375820400164,FoVP,-0.22809698793385477,0.7162693594240538,2458026.1460851966
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-09-29T17:21:06.469 ,3,0.0022727623655744173,-1.7635853716293113,FoVF,-0.22560538139644887,0.717679043155337,2458026.2200968056
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-09-29T21:34:46.483 ,5,-0.002559996912875641,-1.7753813910551304,FoVP,-0.21962968894957097,0.7210052277473709,2458026.3962636925
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-09-29T23:21:20.631 ,7,-0.004571646506947375,-1.780345121118383,FoVF,-0.2171001489157591,0.7223901196862724,2458026.4702739683
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-10-15T21:44:06.300 ,3,3.985817261180565E-4,-2.902494023577497,FoVP,0.4970742706370429,0.7190818815153892,2458042.4037279673
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-10-15T23:30:40.539 ,3,0.003201312179435196,-2.907116070857282,FoVF,0.5000302915311621,0.7176395632640544,2458042.4777404848
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-11-20T17:03:21.529 ,1,0.005637230970294975,-1.8763795547600326,FoVF,-0.7115526277243162,0.7089503968865603,2458078.2116320776
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-12-27T02:28:42.350 ,5,-0.0035895883963238443,2.6250361287792474,FoVP,0.5054561395498691,0.7057706442912821,2458114.6071626022
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2017-12-27T04:15:16.581 ,4,3.9430102127239737E-4,2.628907633751496,FoVF,0.5017668655431562,0.7077607438453358,2458114.681175061
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-01-08T10:21:16.850 ,1,0.005791525647976964,-2.8122841644631507,FoVF,-0.2979526663119904,0.7138012575224526,2458126.9361259714
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-01-08T14:34:56.811 ,5,-0.002530775681919044,-2.8020063964851234,FoVP,-0.30665421684230404,0.7085342605750756,2458127.1122930143
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-04-13T05:12:31.859 ,4,-0.00109086184850035,0.2265983309663691,FoVP,0.5043421681192846,0.7108563451444698,2458221.7210050244
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-04-13T06:59:06.057 ,3,0.0034381302892685533,0.22943562491231903,FoVF,0.5019865963916991,0.7131649173564198,2458221.795006938
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-05-03T05:13:04.387 ,3,0.0013909203979546396,1.382798126778273,FoVP,-0.6709071873096726,0.717275039870951,2458241.7198866
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-05-03T06:59:38.601 ,7,-0.0036984236927375047,1.3842310075701671,FoVF,-0.6726330107338963,0.7160401549626193,2458241.7938877707
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-06-05T16:44:54.371 ,5,-0.0033813223045705268,-0.4316085510456979,FoVP,0.6828053195468671,0.7201918524978486,2458275.197557493
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-06-05T18:31:28.574 ,4,0.0014108153593584112,-0.4336747348682639,FoVF,0.6836323808744833,0.7190835355666361,2458275.2715585
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-10-09T12:30:07.370 ,3,0.003404749432612597,-1.6847492739818644,FoVF,-0.41687081265462306,0.7136625445019825,2458401.0185976457
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-10-09T16:43:47.376 ,6,-0.0041167629827550374,-1.6951280263438422,FoVP,-0.4118231339179574,0.718107705663316,2458401.1947662467
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-11-01T00:32:58.345 ,7,-0.004265813349334794,3.0804614680254905,FoVF,0.6403834496367657,0.7176846357505479,2458423.522208739
J110217.48+411315.4,2.889791209877769,0.7194412982999568,11:02:17.482,+41:13:15.420,2018-12-01T10:25:16.754 ,1,0.004259831459718003,-1.9862361130132424,FoVP,-0.6954156042999707,0.7083820979922811,2458453.9360983623
